CRICOS Provider Code,Trading Name,Institution Name,Institution Type,Institution Capacity,Website,Postal Address Line 1,Postal Address Line 2,Postal Address Line 3,Postal Address Line 4,Postal Address City,Postal Address State,Postal Address Postcode
03677G,"Sea English Academy International Pty Ltd, Australian Institute of Science and Technology",Sea English Academy International Pty Ltd,Private,"1,388",,Suite 1,Level 6,341 Queen Street,,Melbourne,VIC,3000
03678G,McGill Institute Australia,Higher Learning Australia Pty Ltd A/T for The Trustee for Higher Learning Unit Trust,Private,344,https://mcgill.edu.au/,"Shop 8, 21-69 Regent Street",,,,REDFERN,NSW,2016
03679F,,Sydney English House Pty Ltd,Private,108,,"Level 3, 1 Bay Street",,,,BROADWAY,NSW,2007
03681A,,UK English College Pty Ltd,Private,620,,"Level 3, 303-305 Pitt Street",,,,SYDNEY,NSW,2000
03682M,"AUSTRALIAN NATIONAL INSTITUTE OF EDUCATION, AUSTRALIAN ACADEMY OF ENGLISH",Skills International Pty Ltd,Private,450,,"Unit 2, 197 Prospect Highway",,,,Seven Hills,NSW,2147
03683K,TasCollege,International College of Tasmania Pty Ltd,Private,"2,000",https://tascollege.edu.au/,"Level 2, 505 Little Collins Street",,,,Melbourne,VIC,3000
03684J,Australian City Design College,Melbourne City Institute Pty Ltd,Private,946,,"Suite 802, Level 8",343 Little Collins St,,,Melbourne,VIC,3000
03685G,Australian Institue of Engineering,Australian Institute of Engineering Pty Ltd,Private,392,,PO Box 1051,,,,CRAIGIEBURN,VIC,3064
03687F,Australian College of Community and Health Services,Australian College of Community and Health Services Pty Ltd,Private,250,www.acchs.edu.au,"Unit 107, 30 Cowper Street",,,,Parramatta,NSW,2150
03689D,Kingsford International Institute,Downtown Australia Pty Ltd,Private,990,,Level 2 545-553 Kent St,,,,SYDNEY,NSW,2000
03690M,Western Sydney College,International College of Australia Pty Ltd,Private,600,,55 High Street,,,,PARRAMATTA,NSW,2150
03691K,Australian Tertiary Institute,Australian Tertiary Institute Pty Ltd,Private,390,,41-45 Commerce Ave,,,,Armadale,WA,6112
03693G,Villanova College,Villanova College,Private,30,,PO Box 1166,,,,Coorparoo DC,QLD,4151
03694G,My Business College (MBC),Australian International Training Academy Pty Ltd,Private,369,,"Level 4, 225 Clarence Street",,,,Sydney,NSW,2000
03695F,Elizabeth Institute,Sanbourne Academy Pty Ltd,Private,660,,"Level 3, 56-58 York Street",,,,SYDNEY,NSW,2000
03697D,Sydney Global College,Austec Institute Pty Ltd,Private,980,,1A Range Street,,,,CHATSWOOD,NSW,2067
03698C,Global Academy Australia,Kalamatta Pty. Ltd,Private,120,,62 Abbotts Road,,,,DANDENONG SOUTH,VIC,3175
03700C,,Mint Training Pty Ltd,Private,496,www.minttraining.edu.au,Level 1 540 Elizabeth Street,,,,Melbourne,VIC,3000
03703M,Apeiro Institute,Apeiro Institute Pty Ltd,Private,"2,222",,"Level 1, 10 Victoria Ave",,,,Perth,WA,6000
03705J,The Institute of International Studies (TIIS),The Institute of International Studies (TIIS) Pty Ltd,Private,850,www.tiis.edu.au,"Level 4, 22 Market Street",,,,Sydney,NSW,2000
03706G,,Insight Academy of Australia Pty Ltd,Private,300,,"Unit 13, 474 Flinders Street",,,,MELBOURNE,VIC,3000
03708F,Alpha Institute,Wakefield International Business School Pty Ltd,Private,720,www.alphainstitute.edu.au,17 Oatley Ct,,,,BELCONNEN,ACT,2617
03709E,Wiseman & Co. Advanced Learning Institute Pty Ltd,Wiseman & Co. Advanced Learning Institute Pty Ltd,Private,168,,Shop 3,157-171,Haldon Street,,LAKEMBA,NSW,2195
03711M,Intellect English,Intellect English Pty Ltd,Private,60,www.intellectenglish.com.au,601 Sydney Road,,,,Coburg,VIC,3058
03712K,Accredited Education & Training Australia,Accredited Education & Training Australia Pty Ltd,Private,460,,2/149 Anderson Rd,,,,Sunshine,VIC,3020
03713J,Outsource Institute of Technology,Outsource Institute of Technology Pty Ltd,Private,280,,Suite 1 Lower West Wing,Brisbane Technology Park Conference Centre,,,EIGHT MILE PLAINS,QLD,4113
03714G,"Australian Institute of Business and Technology, Sydney International School",AUSTRALIAN INSTITUTE OF BUSINESS AND TECHNOLOGY PTY. LTD.,Private,"1,034",www.sis.edu.au,247 King Street,,,,MASCOT,NSW,2020
03715G,Australian Islamic College of Sydney,Australian Islamic College of Sydney,Private,50,,33 Headcorn Street,,,,Mount Druitt,NSW,2770
03716F,Redeemer Lutheran College,Lutheran Church of Australia Queensland District,Private,20,,PO Box 6090,,,,UPPER MT GRAVATT,QLD,4122
03717E,Richmond School of Business,Richmond School of Business Pty Ltd,Private,"1,360",www.rsb.edu.au,"Lvl 2, 197-207 Church Street",,,,Parramatta,NSW,2150
03718D,BRIGHT ENGLISH,SMEAG AUSTRALIA PTY LTD,Private,684,https://brightenglish.vic.edu.au/,"Ground Floor, 341-345 Queen Street",,,,MELBOURNE,VIC,3000
03719C,St Stephen's School,St Stephen's School,Private,55,www.ststephens.wa.edu.au,100 Doveridge Drive,,,,Duncraig,WA,6023
03720K,Jazz Music Institute,Jazz Music Institute Pty Ltd,Private,15,www.jazz.qld.edu.au,PO Box 2215,,,,Fortitude Valley,QLD,4006
03721J,,Ti Education and Training Pty Ltd,Private,190,,263 Old West Road,,,,BULLSBROOK,WA,6084
03722G,,Smart Connection Company Pty Ltd,Private,532,,Level 1 239 Church St,,,,Parramatta,NSW,2150
03723G,Ruby Institute,Ruby Institute Pty LTD,Private,610,www.ruby.vic.edu.au,"Suite 1, Level 7",234-250 Collins St,,,MELBOURNE,VIC,3000
03724F,Australian Polytechnic College,Mondairs PTY LTD,Private,"1,480",,46 Edward Street,,,,Summer Hill,NSW,2130
03725E,Arthur Phillip College of Business and Leadership,AOI GROUP PTY LTD,Private,90,,Unit 9 43 O'Brien Street,,,,BONDI BEACH,NSW,2026
03726D,Fairholme College,Presbyterian Church of Queensland,Private,25,www.fairholme.qld.edu.au,PO Box 688,,,,EAST TOOWOOMBA,QLD,4350
03727C,,The Lions Institute Pty Ltd,Private,172,,"Ground Floor, 4 Railway Pde",,,,BURWOOD,NSW,2134
03729A,Alice Spring College,Mandarin Institute of Victoria Pty Ltd,Private,504,,Unit 3706 318 Russell St,,,,MELBOURNE,VIC,3000
03730G,Global Training Academy,Berkeley Education Pty Ltd,Private,500,,Suite 1 Level 1 41-45 Rickard Rd,,,,BANKSTOWN,NSW,2200
03732F,"Leaders Institute Pty Ltd, Australian Agribusiness Institute, Australian Business Institute",Leaders Institute Pty Ltd,Private,"1,470",http://www.leaders.edu.au,76 Park Road,,,,Woolloongabba,QLD,4102
03733E,Open Colleges School of Health,YourLife Health and Learning Inc,Private,375,www.schoolofhealth.edu.au,"Level 1, 144 North Terrace",,,,Adelaide,SA,5000
03734D,Australian Academy of Business and Technology Pty Ltd,Australian Academy of Business and Technology Pty Ltd,Private,180,,"Level 3, 382 Lonsdale Street",,,,MELBOURNE,VIC,3000
03736B,SP INTERNATIONAL COLLEGE,Sydney Centre for Finance Studies Pty Ltd,Private,90,,11A Fletcher St,,,,CAMPSIE,NSW,2194
03737A,Niashi School of Management and Technology,Melbourne Centre for Technology Studies Pty Ltd,Private,255,www.nsmt.vic.edu.au,Level-1 / 114 Yarra st,,,,Geelong,VIC,3220
03739K,Southern Cross Education Institute (Higher Education) Pty Ltd,Southern Cross Education Institute (Higher Education) Pty Ltd,Private,"1,425",http://www.scei-he.edu.au,155-161 Boundary Road,,,,North Melbourne,VIC,3051
03740F,N/A,Simple Training Academy Pty Ltd,Private,24,www.simpletrainingacademy.com.au,309-311 Spring St,,,,RESERVOIR,VIC,3073
03741E,TrEd College,Tred Consultants Pty Ltd,Private,"1,660",www.tredcollege.edu.au,17 Khartoum Road,,,,MACQUARIE PARK,NSW,2113
03742D,,AUSTRALIAN INSTITUTE OF BUSINESS AND TRADE PTY. LTD.,Private,575,,14 Maiden Ct,,,,Epping,VIC,3076
03744B,CIHE Australia,Crown Institute of Higher Education Pty Ltd,Private,"4,123",,116 Pacific Highway,,,,North Sydney,NSW,2060
03745A,St Brendan's College,Edmund Rice Education Australia Colleges Ltd,Private,20,https://www.stbrendans.qld.edu.au/,139 Adelaide Park Road,,,,YEPPOON,QLD,4703
03747K,"Australian National Academy of Education, Ridge International College",Australian National Academy of Education Pty Ltd,Private,717,,"Level 5, 85 Queen Street",,,,MELBOURNE,VIC,3000
03750D,,Universal English Pty Ltd,Private,358,http://www.universalenglish.edu.au,Level 3,131 Queen Street,,,MELBOURNE,VIC,3000
03751C,Australasia Technology Institute,Australian International Education Centre Pty Ltd,Private,974,,Level 4,127 Liverpool Street,,,SYDNEY,NSW,2000
03752B,STANFORD COLLEGE AUSTRALIA,Stanford College Australia Pty Ltd,Private,576,http://stanford.edu.au,"Suite 1, Level 7",190 Queen St,,,Melbourne,VIC,3000
03753A,Aspen College,Aspen Education Group Pty Ltd,Private,"1,676",,Level 6,118 King William Street,,,ADELAIDE,SA,5000
03754M,Australian International Institute of Technology,Australian International Institute of Technology Pty Ltd ATF AIIT Unit Trust,Private,450,www.aiit.vic.edu.au,"Ground Floor, 313-315 Flinders Lane",,,,Melbourne,VIC,3000
03755K,Q Academy,Q Academy Pty Ltd,Private,330,,PO Box 2532,,,,Fortitude Valley,QLD,4006
03756J,N/A,Australian Capital Training Institute Pty Ltd,Private,682,,18 Higgins Cres,,,,AINSLIE,ACT,2602
03759F,Sydney Design School,Design Schools Australia Pty Ltd,Private,250,,"Ground Level, 65 Berry St",,,,North Sydney,NSW,2060
03760B,Builders Academy Australia,House of Learning Pty Ltd,Private,270,,Level 4 222 Bourke Street,,,,Melbourne,VIC,3000
03761A,Australian College of Nursing,Australian College of Nursing Ltd,Private,68,www.acn.edu.au/,9 Wentworth Street,Level 6,,,Parramatta,NSW,2150
03762M,Veritas Institute Australia,Veritas Education Pty Ltd,Private,551,,6-24 Mootabool Street,,,,GEELONG,VIC,3220
03763K,Adelaide Institute of Higher Education Pty Ltd (AIHE),Adelaide Institute of Higher Education Pty Ltd,Private,900,www.aihe.sa.edu.au,Level 4,127 Rundle Mall Street,,,Adelaide,SA,5000
03764J,Institute Of Science Management And Technology,Lambda Education Pty Ltd,Private,"1,300",,Level 1 575-597 Pacific Hwy ST,,,,LEONARDS,NSW,2065
03765G,,NSW Institute of Education and Training Pty Ltd,Private,380,,1 Rider Bvd RHODES,,,,NSW,NSW,2138
03767F,Eve College,Orange Education Group Pty Ltd,Private,575,www.evecollege.nsw.edu.au,"Level 3, 72 Mary Street",,,,Surry Hills,NSW,2010
03768E,"Australian College of Digital Technologies, ACIT,Institute of Film and Television",Australian College of Digital Technologies Pty Ltd,Private,180,,PO BOX 580,,,,Varsity Lakes,QLD,4227
03769D,AIM Business School,Australian Institute of Management Education and Training Pty Limited,Private,270,www.aim.com.au,"Ground Floor, 7 Macquarie Place",,,,Sydney,NSW,2000
03770M,Training for Knowledge and Livelihood,TKL College Pty Ltd,Private,780,www.tkl.edu.au,"Suite 707, Level 7 Westfield Shopping Centre",,,,PARRAMATTA,NSW,2150
03771K,Moreton Bay College,Moreton Bay College,Private,80,www.mbc.qld.edu.au,450 Wondall Rd,,,,MANLY WEST,QLD,4179
03772J,Moreton Bay Boys' College,Moreton Bay Boys' College Limited,Private,70,www.mbbc.qld.edu.au,302 Manly Rd,,,,MANLY WEST,QLD,4179
03774G,Bella College Australia,Davies Institute Pty Ltd,Private,370,www.bellacollege.edu.au,19 Hawthorne Street,,,,Forest Lake,QLD,4078
03775F,AUSINET,Australian Institute of Electro Technology Pty Ltd,Private,67,ausinet.edu.au,PO Box 5640,,,,WEST END,QLD,4101
03776E,Australian Institute of Language,Eastlink Consulting Pty Ltd,Private,380,,Level 2 388,,,,Bourke Street,VIC,3000
03777D,"Howard College Australia, ASMI College",CAN UNITED Pty Ltd,Private,232,www.asmicollege.com.au,"Suite 1, Level 1, 224-238",,,,George Street Liverpool,NSW,2170
03778C,Southern Academy of Health Sciences,Victorian Institute of Education Pty ltd,Private,"1,560",www.vie.edu.au,48 Monitor Road,,,,Merrylands,NSW,2160
03779B,United Colleges of Australia,United Colleges of Australia Pty Ltd as the trustee for UCA Unit Trust,Private,774,,"Suite 2.2.18, Level 2, 303",,,,Pitt Street,NSW,2000
03781G,Australian College of International Studies,Australian College of International Studies Pty Ltd,Private,836,www.acis.edu.au,"Level 4, 213 Miller Street",,,,North Sydney,NSW,2060
03782G,AMA College,A.M.A. Services (W.A.) Pty Ltd,Private,120,,PO BOX 133,,,,Nedlands,WA,6909
03783F,Active Transition Training and Melbourne Metropolitan College,Active Transition Training Pty Ltd,Private,895,,Level 14,190 Queen St,,,MELBOURNE,VIC,3000
03784E,Australian Global Institute and Australian Institute of Sport and Recreation,Australian Global Institute Pty Ltd,Private,400,,PO Box 6081,,,,Upper Mount Gravatt,QLD,4122
03785D,INSTITUTE OF BUSINESS AND MANAGEMENT (VICTORIA),Learning Victoria Pty Ltd,Private,710,www.ibm.vic.edu.au,5 Plush circuit,,,,Epping,VIC,3076
03787B,TVSA Pilot Training,TVSA Pilot Training Pty Ltd,Private,200,,PO Box 704,,,,BACCHUS MARSH,VIC,3340
03788A,n/a,Orana Fashion Business College Pty Ltd,Private,60,,Level 1 625 Harris Street,,,,ULTIMO,NSW,2007
03789M,Flylink Aviation College,Aircrew Training and Support Pty Ltd,Private,60,http://www.flylinkaviation.qld.edu.au,PO Box 252,ARCHERFIELD BC,,,ARCHERFIELD,QLD,4108
03790G,Blue Lotus College,Blue Lotus Academy Pty Ltd,Private,"1,488",,Level 2 540 Elizabeth Street,,,,Melbourne,VIC,3000
03791F,Health Institute Australasia,Health Institute Australasia Pty Ltd,Private,104,http://www.healthinstitute.edu.au,PO Box 3512,,,,Southport BC,QLD,4215
03792E,Sydney Metropolitan International College,Sydney Metropolitan International College Pty Ltd,Private,360,,432 Kent St,,,,SYDNEY,NSW,2000
03794C,NVR EDUCATION AUSTRALIA,NVR Education Pty Ltd,Private,"2,227",,34 Arras Pl,,,,PRESTONS,NSW,2170
03796A,HILTON ACADEMY,Hilton Academy Pty Ltd,Private,"1,268",http://www.hilton.edu.au,Level 6 234-250 Collins Street,,,,Melbourne,VIC,3000
03797M,Academy of Hypnotic Science; Stirling Institute; Stirling Institute of Business,Stirling Institute of Australia Pty Ltd,Private,148,,Ground Floor 99 Queens Bridge Street,,,,Southbank,VIC,3006
03798K,Australia Unity Institute of Technology,AUIT Group Pty Ltd,Private,540,,PO Box 15663,,,,CITY EAST,QLD,4022
03799J,Charleston English,Charleston English Pty Ltd,Private,270,http://www.charleston.qld.edu.au,Level 2 316 Adelaide Street,,,,Brisbane City,QLD,4000
03800K,N/A,Australian College of Management and Innovation Pty Ltd,Private,"1,125",,45 Manich Drive,,,,Martin,WA,6110
03801J,Trinity Anglican College,The Anglican Schools Commission Incorporated,Private,30,,5 Wollaston Road,,,,Mount Claremont,WA,6010
03802G,Pal Education,Major Blue Air Pty Ltd,Private,180,,28 Mustang Road,,,,JANDAKOT,WA,6164
03803G,Lindisfarne Anglican Grammar School,Lindisfarne Anglican School,Private,50,,PO Box 996,,,,BANORA POINT,QLD,2486
03804F,Fit Education,Fit Education Pty Ltd,Private,43,,PO Box 2505,,,,Graceville,QLD,4075
03805E,College of NSW,International Education Group of Australia Pty Ltd,Private,400,,PO Box 20241,,,,WORLD SQUARE,NSW,2002
03806D,AIM Institute of Health & Sciences,IQRA Vocational Education and Training Pty Ltd,Private,680,https://aiminstitute.edu.au/,"2/61 Jerrabomberra Avenue,",,,,Narrabundah,ACT,2604
03807C,,Innovative Institute of Australia Pty Ltd,Private,331,www.innovative.edu.au,56 Robinson Street,,,,Dandenong,VIC,3175
03808B,N/A,Stellar College Pty Ltd,Private,550,www.stellarcollege.edu.au,29 The Crescent,,,,Homebush,NSW,2140
03809A,Canterbury Institute of management (CIM),Australian Campus Management Pty Ltd,Private,"3,402",www.ciom.edu.au,21 Regent Street,,,,Redfern,NSW,2016
03810G,Rhodes International College,CAREER READY PTY LTD,Private,270,www.ric.edu.au,140 Elizabeth St,Level 8,,,SYDNEY,NSW,2000
03811G,NA,Australian Future Wellbeing Education Pty Ltd,Private,144,,73 Scarborough Street,,,,Southport,QLD,4215
03814D,St Maroun's College,HOWAYEK BLESSINGS LTD,Private,99,,194 Wardell Road,,,,Marrickville,NSW,2204
03815C,N/A,Techie International College Pty Ltd,Private,794,,"Building C, 60 Belfast street",,,,Broadmeadows,VIC,3047
03816B,Spring Hill College,Rahban Services Pty Ltd,Private,545,,62 Astor Tce,,,,SPRING HILL,QLD,4000
03817A,N/A,Edinburgh International College Pty Ltd,Private,540,www.eic.edu.au,61 Riggall St,,,,BROADMEADOWS,VIC,3047
03818M,Vocational Skills Australia,Education Investors Pty Ltd,Private,295,,"Innovation House, 50 Mawson Lakes Bvd",,,,Mawson Lakes,SA,5095
03819K,Origin Institute,Origin Education Group Pty Ltd,Private,475,,PO Box 62,,,,BENTLEIGH,VIC,3204
03820F,Austral College of Technology and Future Path International,Future Path International Pty Ltd,Private,180,,382 Lonsdale Street,,,,MELBOURNE,VIC,3000
03822D,Charlton Brown,Charlton Brown Pty Ltd,Private,"2,550",http://charltonbrown.com.au,Level 4 102 Adelaide St,,,,BRISBANE CITY,QLD,4000
03823C,"Rama Raghav College of Australia, Australian College for Excellence (ACE)",Australian College for Excellence Pty Ltd,Private,536,,Mezzanine 406 Collins St,,,,MELBOURNE,VIC,3000
03824B,Infinite Learning Institute Pty Ltd,Infinite Learning Institute Pty Ltd,Private,880,,"Office 1, 2 Humphreys Lane",,,,HURTSVILLE,NSW,2220
03826M,ABM Further Education,Australian Business Management Pty Ltd,Private,934,,Ground Floor 242 Castlereagh St,,,,SYDNEY,NSW,2000
03827K,Kensington International College,Career Development and Training Pty Ltd,Private,480,https://www.kic.edu.au,Level 4 84-86 Mary Street,,,,SURRY HILLS,NSW,2010
03828J,"The English Language School, The Business School",The Business School Pty Ltd,Private,961,www.tbs.edu.au,"Suite 4, 59-63 Evaline Street",,,,Campsie,NSW,2194
03829G,East Coast College,East Coast College Pty Ltd,Private,594,,PO Box 193,,,,Rockdale,NSW,2216
03830D,Cambridge English College; fluency hub,Batool International Pty Ltd,Private,648,www.fluencyhub.com.au,Ground Floor,17-19 Sydney Road,,,Manly,NSW,2095
03831C,"iLearn OZ, MELBOURNE METRO COLLEGE",ILEARN OZ PTY LTD,Private,540,,"Level 5/440 Elizabeth St,",,,,Melbourne,VIC,3000
03832B,,Aus Crest Pty Ltd,Private,265,,93 Liverpool Street,,,,HOBART,TAS,7000
03833A,Franklin International College,FRANKLIN INTERNATIONAL COLLEGE PTY LTD,Private,200,,Level 1 341 Queen St,,,,Melbourne,VIC,3000
03834M,,Australian College of Professional Careers Pty Ltd,Private,769,,Shop 1,15-17 Blaxland Road,,,Rhodes,NSW,2138
03835K,Canberra Institute of Education and Technology,Radix Education Pty Ltd,Private,700,,66 Townshend Street,,,,Phillip,ACT,2606
03836J,Sydney International School of Technology and Commerce,Australia Advance Education Group Pty Ltd,Private,"2,060",https://sistc.edu.au/,Level 14/233 Castlereagh St,,,,Sydney,NSW,2000
03837G,Platform English College,Platform 1 Group Pty Ltd,Private,150,,Suite 1 Level 2 1C Grand Avenue,,,,Camellia,NSW,2142
03838G,INTERNATIONAL INSTITUTE OF EDUCATION,FIRST CHOICE EDUCATION PTY. LTD.,Private,910,,Suite 1 Level 2 16-18 Wentworth Street,,,,PARRAMATTA,NSW,2150
03839F,Strike Training and Consulting,Emma Wicks as The Trustee for Paradise Falls Trust,Private,48,,Unit 2 17 Brennan Way,,,,BELMONT,WA,6104
03840B,Campbell Institute,Trump College Pty Ltd as Trustee for Trump College Unit Trust,Private,"2,000",www.campbellinstitute.edu.au,Level 1,16-20 Good Street,,,GRANVILLE,NSW,2142
03841A,Page Institute,INTERNATIONAL FITNESS INSTITUTE PTY LTD,Private,300,,PO Box 1107,,,,CARINDALE,QLD,4152
03842M,Future Education Group Pty. Ltd.,Future Education Group Pty. Ltd.,Private,525,,Suite 1 Level 4 28-36 Foveaux Street,,,,Surry Hills,NSW,2010
03843K,N/A,Future Language School Pty Ltd,Private,252,,Address 1 Suite 1 Level 4 28-36 Foveaux Street,,,,Surry Hills,NSW,2010
03844J,AIBI Higher Education Pty Ltd,Australian Institute of Business Intelligence Pty Ltd,Private,"2,255",www.aibi.edu.au,451 Pitt Street,Suite 509-512,,,Sydney,NSW,2000
03845H,Higher Education Leadership Institute,Higher Education Leadership Institute,Private,150,,Level 10,160 Sussex Street,,,Sydney,NSW,2000
03846G,Sydney Metropolitan English Institute,Sydney Metropolitan Group Pty Ltd,Private,216,,"Suite 502, Level 5, 545-553 Kent Street",,,,Sydney,NSW,2000
03847F,ASA Institute of Higher Education,Australian School of Accounting Pty Ltd,Private,701,www.asahe.edu.au,"Level 9, 140 Elizabeth Street",,,,Sydney,NSW,2000
